id,reference
0,30.281636
1,69.317117
2,19.450497
3,72.812101
4,48.451997
5,56.352760
6,51.228937
7,73.286909
8,62.988431
9,55.539122
10,35.895847
11,67.508285
12,74.677726
13,18.321197
14,69.340432
15,76.879975
16,23.235464
17,77.385763
18,58.849031
19,89.337282
20,28.402622
21,30.001773
22,33.069490
23,43.159811
24,8.549555
25,64.227348
26,54.171863
27,33.707768
28,13.361752
29,85.978560
30,65.287443
31,35.562650
32,90.819953
33,86.211739
34,52.274485
35,83.871508
36,41.576701
37,76.561042
38,14.461902
39,43.604908
40,39.253307
41,39.404675
42,38.231198
43,29.606532
44,35.409038
45,41.891622
46,32.553516
47,51.555518
48,36.960543
49,35.946033
50,35.544625
51,8.575793
52,55.736187
53,47.230043
54,95.634364
55,59.952662
56,35.797351
57,19.356527
58,82.858793
59,89.983488
60,50.591211
61,40.445025
62,41.779288
63,37.221380
64,31.076717
65,68.456346
66,15.210929
67,38.324198
68,23.094585
69,42.847320
70,54.676095
71,53.371977
72,56.938941
73,11.519494
74,31.999452
75,46.393464
76,24.787280
77,30.866549
78,43.048564
79,76.737845
80,69.858340
81,14.973831
82,43.534854
83,70.088151
84,92.151557
85,31.630902
86,39.868574
87,13.891936
88,34.943725
89,60.860433
90,57.260834
91,39.652418
92,17.455649
93,32.472255
94,64.479579
95,36.237169
96,26.109210
97,52.331300
98,41.443202
99,46.818687
100,30.198260
101,82.458731
102,18.765341
103,30.992132
104,29.032159
105,51.833607
106,90.216634
107,49.531129
108,89.164608
109,48.558438
110,31.305244
111,20.704617
112,60.052469
113,6.999642
114,32.092620
115,47.542657
116,47.146620
117,28.262937
118,73.120422
119,82.286722
120,35.904616
121,9.714426
122,43.725039
123,31.171846
124,30.785850
125,14.093108
126,56.200211
127,30.410999
128,18.595526
129,80.100203
130,11.764840
131,24.155269
132,31.324090
133,53.032459
134,86.801133
135,25.920048
136,31.078437
137,10.002696
138,80.484246
139,41.227185
140,84.547783
141,8.489851
142,77.568587
143,56.897148
144,32.950554
145,33.833556
146,62.712290
147,76.169389
148,37.785104
149,27.704151
150,10.540085
151,68.045087
152,48.467757
153,29.766843
154,35.338807
155,23.955739
156,74.932174
157,17.769768
158,42.345633
159,92.333033
160,79.495878
161,82.041748
162,42.002496
163,36.820582
164,83.322316
165,50.007656
166,85.498527
167,47.713382
168,30.082259
169,45.496455
170,26.529361
171,10.592004
172,30.511595
173,22.590582
174,80.040065
175,40.265507
