-0.0588583598,-0.0151269497,-0.0268513063,-0.0150128451,-0.0237731610,-0.0184458825,-0.3217591401,-0.0347290540,-0.0139261633,-0.0306845221,-0.0540031915,-0.0808547461,-0.0066219762,-0.0638109099,-0.0662632461,-0.0501119776,-0.1271549683,-0.0151729487,-0.0282531354,-0.2272872820,-0.1983558905,0.0241010866,0.0140353122,-0.0222412708,-0.0236966460,-0.0225678177,-0.0212516975,-0.0143094532,-0.0149209273,-0.0286394970,0.0109828346,0.0435541588,-0.0177854407,-0.4944448390,-0.0080242345,-0.1679417161,0.0313404227,-0.0552645015,-0.0267288465,0.0125208708,-0.0328271486,-0.0026578950,-0.0057816198,-0.2781515656,-0.0329648923,0.0017626439,-0.0278948122,-0.0201019578,-0.0152906346,0.3043232381,-0.1868780998,0.0915555263,0.0753257142,-0.0075904903,-0.0449124877,-0.0031988853,-0.1652915268,0.4066148658,-0.0340028682,-0.0050387002,-0.0166962369,-0.0136587912,-0.0519853477,-0.0208084650,-0.0315668204,-0.0259522842,-0.0197942598,-0.0768283177,-0.0188823937,-0.0112484415,-0.3797262383,-0.0135400275,-0.0294738826,-0.0924680248,-0.0859668829,-0.0776606676,-0.0363473679,-0.0111390738,-0.0187807618,-0.0408206463,0.0176269110,-0.0127919915,-0.0381168986,-0.1324259221,0.2249799338,-0.0010148717,-0.0049180413,-0.0325189522,-0.0344380684,-0.0057192828,-0.0111816130,-0.0163623470,-0.0082768818,-0.0396057024,-0.0109032353,-0.0644046703,-0.0249341967,-0.0235724047,0.0049796044,-0.0030884782,-0.0039946456,-0.0400430237,-0.4143983313,-0.0241963256,-0.0127819256,-0.0027255677,0.0101978728,0.0307868288,-0.0227296155,-0.0134094880,-0.0271987720,-0.0223844699,-0.0208398173,-0.0054334317,-0.0335131414,-0.0174601730,-0.0062727059,-0.3551111386,-0.1777900604,-0.0271415014,-0.0153560059,-0.0145813759,-0.0006442925,0.0090455473,-0.0204761320,-0.0195713722,0.0695738450,-0.0011753719,-0.0047235351,0.0025086573,-0.0075790256,-0.0767514443,-0.0776335996,-0.1043313434,-0.0057813007,-0.0091320981,0.1075628965,-0.0184729483,-0.0087905525,-0.0167267738,-0.0073557062,-0.1003492890,0.0054549636,-0.4550893225,-0.0324657620,-0.0555549232,-0.0463325504,-0.0111917535,-0.2349582619,-0.0317649844,-0.0489323412,-0.0870967495,-0.0158969469,0.0716082422,-0.0144511927,-0.0476552339,-0.0080223627,-0.0128366814,-0.0159939366,0.0442621867
0.0722622504,-0.0160348887,-0.0169897844,-0.0279016954,-0.0095110800,-0.0113152114,0.0131708551,-0.0105143829,0.0051978388,-0.0223813317,0.0004883602,0.0876130664,-0.0100686922,-0.0300170376,0.0031788685,0.0948198638,-0.0346753931,-0.0260070315,-0.0151358315,-0.4700656450,-0.1964229086,-0.0422472327,-0.0828503432,-0.0264998713,-0.0037446711,-0.0103315860,0.0003816763,-0.0269704201,-0.0054366210,0.0007474808,-0.0044929672,0.0662943071,-0.0311659834,-0.2077666490,-0.0391180902,0.3009916476,-0.1141178992,-0.0301725972,0.0001288040,-0.0112277463,-0.0186017577,-0.0176049534,-0.0263018826,-0.2391599192,-0.0019447384,-0.0055546660,-0.0002991788,-0.0029870374,-0.0322180361,-0.1343353321,-0.2091782562,0.0595399992,0.1033045453,-0.0366242545,0.0003349464,-0.1726670643,-0.0108559708,0.1556602600,-0.0209411713,-0.0138553001,-0.0185842042,-0.0484544279,0.0398025177,-0.0158532719,-0.0199264564,-0.0103401945,-0.0339879575,-0.0341030113,0.0534582503,-0.0243955355,0.1884936620,-0.0245817708,-0.0141172014,-0.0363066972,-0.0430323345,0.0059277858,-0.0091500740,-0.0111925345,-0.0303890788,-0.0943436424,0.0374566319,-0.0440128742,-0.0275137314,-0.2831711294,-0.2315461205,-0.0296503473,-0.0529369737,-0.0300349210,0.0211573353,-0.0422848575,-0.0404625865,0.0047588517,0.0115974091,-0.0024733377,-0.0382083997,0.0997745967,-0.0174428655,-0.0328879511,-0.0201768009,-0.0197646883,-0.0127563101,-0.0077860100,-0.4569963765,-0.0431791524,0.1791585208,-0.0050520427,-0.1340673054,-0.0247492386,-0.0307617058,-0.0010238037,0.0117683324,-0.0065602812,-0.0181533991,-0.0123998735,0.0215051515,0.0011935318,-0.0306698159,-0.1814557923,-0.0944561386,0.0541810879,0.0073770501,-0.0057610428,-0.0068283063,-0.0204786802,-0.0196300745,-0.0040263030,0.0602438321,-0.0469645704,-0.0081712919,-0.0304535219,-0.0124633137,-0.0575207934,-0.0913326416,-0.1318140367,-0.0353672366,-0.0186656489,-0.1199249693,-0.0122110157,-0.0069380754,-0.0199254835,-0.0277955306,0.3043323339,-0.0205700608,-0.4267328172,0.0013080289,0.0213889254,-0.0203482633,0.0127365929,-0.2629951269,-0.0471431851,0.0708049419,0.0981955112,-0.0051462000,0.0811047409,-0.0590088028,-0.0037730950,-0.0174679879,-0.0164337963,-0.0251488243,0.0096890291
0.0480511578,-0.0119399752,-0.0358687118,-0.0422661802,-0.0178031298,-0.0384319294,0.1841610522,-0.0531121001,-0.0201622509,0.0233880597,-0.0655128538,-0.0693970966,-0.0542172985,-0.0878263201,-0.0258416495,-0.5878497709,-0.0393090926,-0.0390242648,-0.0103803291,-0.2829681934,0.1048587041,-0.1274696393,-0.0761015654,-0.0485475482,-0.0152132464,-0.0169621816,-0.0419551324,-0.0431214785,-0.0332314352,-0.0274149337,-0.0249861591,0.0688901973,-0.0395487853,-0.0443305423,-0.0270956446,0.2403809097,-0.0346707541,-0.0895957360,-0.0292151012,-0.0200729851,-0.0189322408,-0.0253666347,-0.0335841140,-0.1021905837,-0.0064840718,-0.0127192909,-0.0181985596,-0.0228884262,-0.0273223696,0.0912684125,-0.2872542574,0.2724705344,0.0000808744,-0.0508576434,-0.0446254409,0.1989246945,-0.2445841621,0.1007653730,-0.0429473041,-0.0365978760,-0.0767570086,-0.0444077545,0.0139982151,-0.0422389993,-0.0198942860,-0.0338659574,-0.0199573405,0.0194775522,-0.0956911825,-0.0351956770,0.3943830963,-0.0406365782,-0.0599010181,-0.1051310600,-0.1440216468,-0.0808666363,-0.0165223590,-0.0274845218,-0.0553022455,0.0933122822,0.1061268776,-0.0164376894,-0.0439418935,0.0018142076,-0.1378632312,-0.0410295405,-0.0413166894,-0.0318610961,-0.0001180900,-0.0532343433,-0.0542904123,-0.0350497717,-0.0173856008,-0.0154476774,-0.0194551970,-0.3047210440,-0.0444837015,-0.0262620071,-0.0285921397,-0.0491809322,-0.0202452375,-0.0198596593,-0.4710147903,-0.0105293145,0.2460157745,-0.0108820455,0.0605116510,-0.1157007433,-0.0297127769,-0.0356385813,-0.0170502725,-0.0100630248,-0.0277097389,-0.0334766073,-0.0375758907,-0.1426630073,-0.0157508950,-0.3824861344,-0.0417294428,-0.0806442921,-0.0213027160,-0.0316742077,-0.0334692791,-0.0381687627,-0.0380542963,-0.0122202358,-0.1942278424,-0.1522632421,-0.0354517043,-0.0514035555,-0.0181048726,-0.0198544723,0.1496045928,-0.1067021669,-0.0529769745,-0.0310438058,-0.2569912837,-0.0222397284,-0.0276658912,-0.0409158722,-0.0655700386,-0.1153325669,-0.0204730823,-0.2555526042,-0.0123440095,-0.0233138075,-0.0325098443,0.0153214273,-0.4079417187,-0.0355280659,-0.0827584030,-0.0066698929,-0.0250362609,0.0455079157,-0.0842978709,-0.0383069441,-0.0514977116,-0.0374750316,-0.0402472319,-0.0966664613
0.0002989186,-0.0469230000,-0.0399888386,-0.0673035107,-0.0328151558,-0.0590651138,-0.0784340483,-0.0365242528,-0.0370394388,-0.0100489992,-0.0537114432,0.2523926894,-0.0316125741,-0.0570207567,-0.0038204355,-0.0667941546,0.0426736626,-0.0371559857,-0.0045426226,-0.3994626659,-0.3061813008,-0.0083638782,0.0923877209,-0.0184641792,-0.0131646098,-0.0219070749,-0.0738050998,-0.0295760249,-0.0591186679,-0.0515865802,-0.0841981264,-0.0138913353,-0.0323214873,0.2408057493,-0.0627783414,-0.0013371503,0.0785895684,-0.1095105428,-0.0458110892,0.1173590229,-0.0470527280,-0.0545904895,-0.0671948716,0.0689376612,-0.0369394818,-0.0391437760,-0.0334186890,-0.0506685356,-0.0638342356,-0.2982452717,0.2246229364,-0.0107054875,0.1063211013,-0.0418835833,-0.0281825142,-0.1428327254,0.0019340195,-0.2373483757,-0.0283380672,-0.0574941184,-0.0706290052,-0.0199436613,-0.0985998064,-0.0319445059,-0.0337905878,-0.0303268747,-0.0579217215,0.0827567396,-0.0149017400,-0.0387099681,0.3792230859,-0.0439959649,-0.0666425334,-0.1547189178,-0.0421753090,-0.0409621064,-0.0418713666,-0.0350095818,-0.0632024420,-0.1902225456,-0.6672680530,0.0161509818,0.0203680876,0.1691919195,-0.7189102502,-0.0750448210,-0.0590180955,-0.0671174359,0.0251316914,-0.0150099072,-0.0577557056,-0.0498931015,-0.0346894307,-0.0316449028,-0.0477737247,-0.1600915338,-0.0336309482,-0.0162320259,-0.0474731813,-0.0575637057,-0.0338532908,-0.0401641399,-0.1451004872,0.0024326079,0.0211819554,-0.0799799031,-0.0293318935,-0.0710892880,-0.0306071700,-0.0313747866,-0.0671519047,-0.0218253379,-0.0568347128,-0.0488159412,-0.0268757997,-0.1501417575,-0.0221170322,0.1744201429,-0.0501957440,-0.0739192856,-0.0435089400,-0.0327018856,-0.0415542288,-0.0232137710,-0.0585711462,-0.0453661899,-0.0940051620,-0.1129268796,-0.0616832221,0.2564114388,-0.0268663342,-0.0786000267,0.0257738474,-0.1727827431,-0.0571956889,-0.0427658095,-0.4695295737,-0.0235320098,-0.0485470374,-0.0405408595,-0.1168009475,-0.1778887223,-0.0311257289,0.6661194062,-0.0244784821,-0.0102029273,-0.0230052052,-0.0416983791,-0.6330213483,-0.0291828267,0.2345233884,-0.4133604973,-0.0277960567,-0.1468303960,0.0063688797,-0.0320554376,-0.0307444036,-0.0550455203,-0.0433510189,-0.0742139800
-0.1615431195,-0.0594040042,-0.0515754152,-0.0312984105,-0.0780850566,-0.0438671808,-0.2323142057,-0.0797704069,-0.0446113563,-0.0710237589,-0.0867802877,-0.2290300582,-0.0297120923,-0.1090323334,-0.0802448514,-0.2449086090,0.1255546482,-0.0308202579,-0.1003059096,0.8384680078,-0.0595586614,-0.1134104448,0.0842169609,-0.0309448490,-0.0588481021,-0.0530409752,-0.0239403861,-0.0126984849,-0.0558719442,-0.0630288986,-0.0359783801,-0.2405531949,-0.0185907874,-0.5189461236,-0.0685005821,-0.0894553516,-0.1452382187,-0.0501705345,-0.0722787170,0.0607200601,-0.0704477905,-0.0523728601,-0.0093557273,-0.1395219516,-0.0681605588,-0.0414476748,-0.0546369107,-0.0649796382,-0.0361828797,0.1157824010,-0.1627003266,-0.0166825007,-0.2258706188,-0.0207687564,-0.0598584228,-1.0297529221,0.0259160181,-0.2055441953,-0.0577476334,-0.0521055958,-0.0147967477,-0.0256534610,-0.0401579177,-0.0323412167,-0.0691319825,-0.0524233809,-0.0450604434,-0.0177131811,-0.2098647005,-0.0524998133,-0.0321094350,-0.0317163228,-0.0781464638,0.0857956087,-0.0452213315,-0.0504678326,-0.0745852566,-0.0548304454,-0.0117992175,-0.0881208197,-0.2978051836,-0.0380456369,0.0076049596,-0.3574854797,0.0426644959,-0.0385551088,-0.0493181071,-0.0645651033,-0.0658812162,-0.0108418642,-0.0104184854,-0.0582883118,-0.0858540678,-0.0965744174,-0.0501533963,-0.2477137418,-0.0527582094,-0.0094515381,-0.0382210685,-0.0304768384,-0.0710630565,-0.0704584345,0.2818014177,-0.0172595942,-0.0425193699,-0.0570702267,-0.0723356116,0.0797343628,-0.0252621846,-0.0415357501,-0.0680737415,-0.0810858065,-0.0637238761,-0.0664632953,-0.1039242536,0.0535019014,-0.0325339470,0.0788000179,0.1138598834,-0.0567573515,-0.0547226474,-0.0189551069,-0.0386976147,-0.0529062972,-0.0555034810,-0.0656088382,0.0545203336,-0.1289825034,-0.0492354950,0.1732803175,-0.0792359880,-0.0637247298,0.3213778658,-0.0165802547,0.0036063802,-0.0537886237,0.0543589992,-0.0530245462,-0.0662562859,-0.0360754768,-0.0118810335,-0.3303081967,-0.0577892219,0.8300420084,-0.0909701113,-0.1039151590,-0.0886465903,-0.0723634849,-0.1418171819,-0.0135157276,0.6211276804,0.0144366193,-0.0712600931,0.1809118748,0.0232105215,-0.0716530331,-0.0355658590,-0.0553911690,-0.0488001059,0.1079895548
-0.1609515390,-0.0691803631,-0.0489288885,-0.0272210083,-0.0685293277,-0.0531024367,0.0167364087,-0.0713020949,-0.0799048798,-0.0641921578,-0.0509677503,0.0781217928,-0.0302204806,-0.0505314102,-0.0563876710,0.2487536512,0.0189046982,-0.0852062362,-0.0616933311,0.7422496598,-0.0327567852,-0.1359653115,-0.1332245240,-0.0479903827,-0.0494436254,-0.0552083198,-0.0507025533,-0.0537562930,-0.0560392735,-0.0352370812,-0.0299253199,-0.0060268208,-0.0466002397,-0.1752229282,-0.0311280558,-0.0125104239,-0.1541342840,0.0040085385,-0.0751997573,-0.2350702571,-0.0416821317,-0.0500943770,0.0021292558,0.1343309740,-0.0621057596,-0.0533843940,-0.0393510245,-0.0551117854,0.0154452015,0.0315228581,0.2078499510,-0.2209570255,-0.2061755354,-0.0299010419,-0.0521616693,-0.2267708357,0.1694346673,0.0620311710,-0.0555191182,-0.0532410678,0.1074927016,-0.0248559549,-0.2418062479,-0.0538940524,-0.0543323878,-0.0461960330,-0.0310269409,0.0130264829,-0.0668273473,-0.0574037705,0.3552404320,-0.0467335838,-0.0790313349,0.0655042747,-0.1164894069,-0.0330698648,-0.0687217351,-0.0396931451,-0.0322730276,-0.0541790612,0.3744965292,-0.0611929483,-0.0176050080,-0.0708108327,0.5014174286,-0.0179367743,-0.0230203084,-0.0486514569,-0.0750594598,-0.0150039116,-0.0327714510,-0.0524119693,-0.0752645425,-0.0671504227,-0.0353397489,-0.0187548743,-0.0448616896,-0.0683453122,-0.0545317153,-0.0072578758,-0.0496294527,-0.0591823258,-0.0137216629,-0.0021595680,-0.2994628511,-0.0227892756,0.1021708725,-0.0218672275,-0.0270269162,-0.0512983724,-0.0375637768,-0.0702781783,-0.0540823887,-0.0508276900,-0.0527409732,-0.2084151392,-0.0456563859,-0.3942137302,0.1096669089,-0.0160461286,-0.0571459092,-0.0539793503,-0.0533868290,-0.0391536874,-0.0382894915,-0.0469926559,0.0038126249,0.0511826760,-0.0379200538,0.0553143171,-0.0698673753,-0.0341013679,-0.0040885933,-0.1445988277,-0.0474537350,-0.0480883278,0.0464557735,-0.0533606429,-0.0437454391,-0.0360321700,-0.0200320681,0.0416148470,-0.0427259983,0.4516529516,-0.0634405925,-0.0664416860,-0.0748527866,-0.0639528117,0.6819444720,-0.0541525643,0.3392082042,0.1826100433,-0.0706890399,0.1370728378,-0.0392142152,-0.0881852940,-0.0308946412,-0.0607882077,-0.0495380809,0.3001377195
-0.0399342879,-0.0618068366,-0.0636071318,-0.0512247350,-0.0369257018,-0.0464874789,0.0044214503,-0.0739863824,-0.0603490700,-0.0074927036,-0.0511059571,-0.0456765134,-0.0479131995,-0.0484148475,-0.0487490120,0.1444879266,0.0190579096,-0.0286070896,-0.0513907587,0.0038485121,-0.0936040516,0.0823878213,-0.0592849224,-0.0603699673,-0.0551717729,-0.0650665481,-0.0164570745,-0.0486585898,-0.0380549651,-0.0610391333,-0.0520927856,-0.1511526524,-0.0411123995,0.1161484595,-0.0383520069,-0.3139142881,0.0108453047,-0.0750509465,-0.0403395577,0.0097676898,-0.0499689793,-0.0469225428,-0.0040974422,0.0761982539,-0.0368904068,-0.0194035507,-0.0431116721,-0.0726547366,0.0189085338,0.1085719772,0.1694659955,0.1670422568,-0.0033015811,-0.0167462317,-0.0630884715,-0.5795624815,-0.2090992707,0.2480064103,-0.0396963951,-0.0483963160,0.0366799287,-0.0162809182,-0.0299166104,-0.0430486538,-0.0799791246,-0.0529694879,-0.0298353868,0.1055251164,-0.0118144568,-0.0488170279,-0.4167633557,-0.0501845559,-0.0505688404,-0.1114127952,-0.1104718287,-0.0337061685,-0.0233217911,-0.0295004501,-0.0548493220,-0.1070326243,-0.0801308762,-0.0950692397,0.0223544576,0.0102556872,0.3590601421,-0.0446763348,-0.0413912426,-0.0410471387,-0.0470015706,-0.0576137310,-0.0481343074,-0.0607841749,-0.0489161131,-0.0918204685,-0.0506535791,-0.0361075767,-0.0496884952,-0.0351026054,-0.0554293367,-0.0257736375,-0.0511261314,-0.0462225349,0.1056448987,0.0149899638,-0.1816126315,-0.0483798835,-0.1267430351,-0.0126148434,-0.0512251342,-0.0596902904,-0.0333411716,-0.0567635458,-0.0412722684,-0.0663983879,-0.0624344666,0.0471712413,-0.0432211109,0.1750158092,-0.1641735410,-0.0841165169,-0.0427161542,-0.0580604630,-0.0664251527,-0.0409228625,-0.0593370868,-0.0671579635,-0.0471620446,0.0284071191,-0.0350840790,-0.0361572270,-0.0697600607,0.1709393673,0.1017425368,-0.2374214350,-0.0599095702,-0.0607499879,0.1163415034,-0.0333335731,-0.0356434103,-0.0630765349,0.0148910431,-0.0094037661,-0.0484205416,0.0740434452,-0.0566386633,-0.0810461090,-0.0789288323,-0.0699658664,-0.0327524136,-0.0366291334,0.0001600006,0.0209568318,-0.0472564901,-0.1723784193,-0.0381943120,-0.0746538961,-0.0172204168,-0.0693031117,-0.0626286007,-0.0619721487
-0.0880924489,-0.0239397307,-0.0198620895,-0.0468457840,-0.0048350311,-0.0294683372,-0.2540095992,-0.0196244010,-0.0261749049,-0.0325622416,-0.0057056199,0.1247379092,-0.0521971409,0.0354512475,0.0190629262,-0.2311006579,-0.1298378307,0.0106836950,0.0335007220,-0.5172834008,-0.3471670481,-0.2413358713,0.1723908203,-0.0576083633,0.0150202328,-0.0065414703,-0.0089268597,0.0027155718,-0.0322136978,-0.0254369776,-0.0367752848,-0.2961199226,-0.0568222356,0.3709728779,-0.0429792720,-0.2816589541,-0.1158539654,0.0127632134,0.0107205477,-0.1024992208,-0.0186020918,0.0087544891,-0.0765619080,0.0272875265,-0.0142486570,-0.0227143105,-0.0013298770,-0.0306072493,-0.1050015041,-0.4127673704,0.0716302309,-0.0065374769,-0.0535572330,-0.1095823021,0.0130785799,-0.1864099666,-0.1128299520,0.1074898465,0.0069871850,-0.0224757840,-0.1161118732,-0.0650815288,0.0649953745,-0.0429622504,-0.0093089247,-0.0465855285,-0.0460487066,-0.0552818826,-0.0630546252,-0.0352770748,0.1193454369,-0.0263672472,-0.0392372149,-0.0305323155,-0.0799071714,-0.2100046523,0.0137319126,-0.0334468125,-0.0231745902,-0.0245035179,-0.3515637794,-0.0154397440,-0.1358565561,-0.0905475557,-0.0008529063,-0.0522369130,-0.0822474802,-0.0391856205,-0.0304172258,-0.0265218763,-0.1048995137,-0.0154343858,0.0161082184,0.0110362890,-0.0239933124,-0.1296844903,-0.0176595824,-0.0785679362,-0.0778130213,-0.0945905691,-0.0182676738,-0.0053854728,0.0847138761,-0.0870856741,-0.2852519543,-0.0276340885,-0.1028867156,-0.0432705287,-0.0689724738,-0.0093677982,-0.0147018622,0.0008506598,-0.0333679147,-0.0035776002,0.0107155839,0.2227777941,-0.0536593188,-0.2557395398,-0.2011987896,-0.0150942718,-0.0141994990,-0.0488367349,-0.0264491689,-0.0411662124,-0.0376550587,-0.0270062477,-0.0071312898,-0.1412673517,-0.0293356235,-0.2095399031,0.0066903399,0.0714545988,0.0436299173,-0.1203210398,-0.0509613208,-0.0237419423,-0.1534010171,-0.0223726872,0.0070968508,-0.0489077086,0.0300389994,0.4188078158,-0.0170965161,-0.5280305208,0.0015671638,0.0039753150,0.0010920045,-0.0163136433,0.0363553782,-0.0781090305,-0.4322220110,-0.0077025885,-0.0150885030,-0.4728297939,-0.0001425866,0.0047522089,-0.0655571304,-0.0078876882,0.0186836357,-0.1110038882
-0.2125662649,0.0219908425,0.0009387054,0.0221023304,-0.0070619678,0.0279725464,0.0951606156,-0.0159735098,0.0403246866,0.0493659985,-0.0680622762,-0.3260304787,0.0122328749,-0.0581866900,-0.0461310871,0.0526891608,0.0093399568,0.0249491402,-0.0184027055,-0.5750845013,0.1388419087,-0.0440821012,-0.1109583341,-0.0077436755,-0.0172478993,0.0207318576,0.0387144087,0.0023688917,0.0077879692,-0.0075928071,0.0079903034,0.0855294598,0.0440189681,-0.3872299928,0.0148698582,-0.1280412323,0.0295309212,-0.0691618842,-0.0068697980,-0.0474100245,0.0101463400,0.0058588488,0.0084854278,0.0006416131,0.0025991253,0.0328611334,0.0177392985,0.0213777740,0.0042886839,-0.2226364569,0.0329290662,-0.0185166265,-0.0634832539,-0.0121094263,-0.0253807826,-0.0089723283,0.0302356769,0.2355807266,-0.0057644847,0.0148176588,0.0011932092,0.0089142292,0.0401686239,0.0267357753,0.0007880669,0.0177405650,0.0180025903,0.0865985925,-0.0945274679,0.0108588110,-0.3312418819,0.0224369147,0.0320826172,-0.1600056233,-0.0056872537,-0.0921628981,-0.0095154110,0.0059503009,-0.0083450687,-0.1356936775,0.0264167984,-0.0093289046,-0.0031463013,-0.2917120209,0.7326732354,0.0208957040,0.0288695706,0.0172864575,0.0099531357,0.0120778446,0.0090944283,0.0098311690,-0.0250624060,-0.0611415525,-0.0006702812,0.1566773780,-0.0012616518,0.0010931180,0.0169443967,0.0003457682,0.0126883074,-0.0150650933,-0.6721200514,0.0064184313,-0.0702338782,0.0174075012,-0.0788908728,-0.0004107810,-0.0003607109,0.0192102593,0.0243750428,0.0024019456,0.0016553014,0.0048592722,-0.0243273257,-0.0220866312,0.0029962459,-0.5207988781,0.0163469857,-0.0673730376,0.0151200092,0.0089428052,0.0135780750,0.0347842192,0.0300124905,0.0222552047,0.0845122042,-0.0259917018,0.0050312538,-0.0887047028,0.0139877255,0.0413524043,-0.0887246101,0.0921699315,0.0131367385,0.0122267172,0.2356905867,0.0208049329,0.0228990869,-0.0061425904,0.1077952984,-0.0651755396,0.0039659382,-0.1776890215,-0.0057492119,-0.0464480264,-0.0337671187,0.0301817727,-0.1895362172,-0.0055952726,0.4190972875,-0.2085114866,0.0150579037,-0.8894528043,0.0124539059,-0.0401717271,0.0075265511,-0.0050144877,-0.0032483242,-0.0736148386
-0.0089075278,0.0529844079,0.0562585955,0.0481384902,0.0527546080,0.0353422021,-0.0895481865,0.0441491582,0.0712108623,0.0532511657,0.0393880551,0.0432914696,0.0406732878,0.0734646040,0.0600446160,-0.1428007652,0.0225062502,0.0596757350,0.0385869611,-0.7596364140,0.0846514147,0.0403923498,0.0525499191,0.0278546177,0.0672238106,0.0660451378,0.0267280464,0.0489123023,0.0471742713,0.0624672049,0.0583899344,-0.0414632523,0.0645101363,-0.0957362380,0.0548388207,0.0310442467,0.1012026175,0.0580405882,0.0657698572,-0.0733138726,0.0659080054,0.0722475823,0.0522252112,0.0397017645,0.0502574899,0.0425662622,0.0698679365,0.0468785545,0.0447327427,0.3944353076,-0.0085652561,0.1384161173,0.1068856444,0.0489831090,0.0436676047,0.0298018337,0.1004915806,0.1979924865,0.0414886308,0.0751397270,0.0538829162,0.0261156744,0.0349029404,0.0310278570,0.0687713141,0.0520523255,0.0528713577,0.0197187784,0.0854449902,0.0672314955,-0.0029363265,0.0559938634,0.0499665832,0.0152647784,0.0468117931,0.0086915754,0.0603401794,0.0546650365,0.0503820167,0.0306574932,-0.0530805903,0.0583555299,0.0196061429,0.1951859475,-0.1617445977,0.0451036281,0.0363758168,0.0609702432,0.0644258467,0.0508871608,0.0325721924,0.0613661154,0.0790696850,0.0708644263,0.0441509369,0.0285596014,0.0498652610,0.0425408652,0.0482230123,0.0405342328,0.0492892755,0.0628173209,-0.1021657262,0.0450765860,-0.2038971196,0.0606372529,-0.0183091250,0.0328886432,0.0317026041,0.0448247927,0.0638804345,0.0545271492,0.0629696105,0.0745101874,0.0578058298,-0.0258231097,0.0570620183,-0.0079673976,-0.0546449700,0.0485548840,0.0534250727,0.0589260394,0.0773554924,0.0741539018,0.0498401685,0.0524734779,0.0705478244,0.0236524142,0.0537731223,0.0297164507,0.0597979352,0.0691100759,-0.0457376615,0.0388977696,0.0457295159,0.0442213290,0.1295956348,0.0600101856,0.0634642663,0.0504154562,0.0304990480,0.1569334505,0.0468258200,-0.2236694058,0.0461289028,0.0587198295,0.0670216882,0.0407510301,0.1359948703,0.0414063627,-0.0172206482,-0.0194779161,0.0627238153,-0.0174556274,0.0410395851,0.0383146189,0.0478690813,0.0539433534,0.0652585849,-0.0181634937
