Id,reference
0,32.152980385557569
1,62.818658976209981
2,19.067554608667248
3,36.64933401971205
4,53.691357707774372
5,46.083727290248
6,46.155996612656267
7,70.326744212590569
8,60.988733472959616
9,58.523239915073127
10,37.317681338209482
11,70.862488693643087
12,80.761220827144427
13,15.142897834183994
14,68.6768662428684
15,69.760465807078987
16,46.446905705949391
17,81.223137493124838
18,54.804084072162361
19,81.844914654727546
20,47.37080822656808
21,41.265352430936495
22,25.739305294282037
23,51.545614345358729
24,16.70200002978676
25,70.711850782140274
26,50.847855458404588
27,34.455898238684192
28,15.078302861978209
29,87.061594497109894
30,61.303119612928526
31,34.467760367769188
32,74.372012861591571
33,85.998074506749518
34,56.392406868571101
35,80.792833648940032
36,34.434655822554056
37,72.497816423866112
38,6.5687164522127119
39,51.310926952328465
40,38.032952177403864
41,43.974630385123838
42,41.793080305026024
43,31.1133377654015
44,36.729138262356798
45,42.985803565893988
46,32.736660617671532
47,52.423849686644772
48,41.337866465214809
49,36.140316298187074
50,45.638688778213577
51,17.096369072431518
52,54.479263178635101
53,47.629560780513579
54,69.93449869327489
55,60.303585611247883
56,48.858024343928648
57,27.777395671117219
58,71.514888855771744
59,80.917729583366395
60,42.844388939463144
61,42.511995242033578
62,40.289912856263634
63,35.954316973023076
64,38.872353915295598
65,67.334203064091838
66,21.378233697405253
67,55.177740721082913
68,30.541694611269456
69,49.640484322768906
70,58.37487993921534
71,41.589804311992495
72,58.552760983814913
73,10.070185817731581
74,34.400713994585963
75,45.753800873390318
76,49.726860771002755
77,30.62023990677746
78,43.49814176657754
79,84.248010806804302
80,63.549265542244143
81,19.868225821090586
82,47.631973409991687
83,65.744278413402512
84,77.129182569874729
85,16.137714856934881
86,35.566972577601376
87,5.899624367131576
88,36.165835724776663
89,48.226642168635884
90,53.892071562518723
91,37.31835249099084
92,31.203965546619372
93,39.503114381407791
94,62.036131230731208
95,44.456050480208766
96,24.667708829692788
97,52.443196709480098
98,42.123540383916591
99,60.723123132087196
100,40.339582035821238
101,84.049332671077778
102,22.671253953366914
103,30.684679440264798
104,19.720894572133034
105,42.931983132674205
106,78.717386608107475
107,56.114768207586508
108,83.901491235688567
109,54.552199306822182
110,29.52987319003644
111,20.80752194257672
112,55.707511431553101
113,14.573100526783048
114,39.609832111723811
115,50.487677534975674
116,50.341951826532345
117,44.511683489917338
118,72.972868596061232
119,91.341850790323548
120,42.431353199507051
121,16.482968387094029
122,45.440911660055534
123,30.630799043468514
124,24.680470133358035
125,5.6159713466175125
126,56.208483558341101
127,44.403193084721771
128,25.023881897131734
129,81.697093432212469
130,-6.0945320933544096
131,35.93755832859609
132,22.311330843117496
133,54.138060939098757
134,86.454290453198254
135,37.068523864420044
136,42.538468976835397
137,21.08841981412937
138,70.074774210936781
139,46.815496232556555
140,78.491349385277147
141,6.7996419716321013
142,89.540051993161811
143,57.351435643099286
144,25.023720398895449
145,37.712420376616706
146,55.681472643286355
147,83.710628986160017
148,36.858905867739061
149,34.411634633093549
150,10.851581593917249
151,67.892320627524143
152,45.108227538305727
153,38.358870632548722
154,40.199821381602611
155,34.763623704379121
156,82.813441985626852
157,32.829238590432162
158,44.955891256123643
159,82.814280752759686
160,77.734564428911739
161,82.961089737824551
162,39.072538835497383
163,26.743476543696556
164,82.560294711309837
165,43.102405338936883
166,86.836399542545436
167,52.564842009542183
168,41.238844170930186
169,44.002940596097645
170,29.366866417981278
171,11.420060163037412
172,25.451667721432607
173,20.515323035107567
174,70.208517394852777
175,37.941776929825508
176,28.84691711860647
177,41.197943216745351
178,37.289847707082643
179,78.283012706836146
180,41.289533756956224
181,50.323777129326416
182,72.773998475331368
183,74.762911582492279
184,33.214077789395354
185,27.521064398047926
186,13.203944714450248
187,19.077987537211669
188,74.792457709848804
189,49.372834303812873
190,90.01644387867411
191,81.942513269758777
192,13.03602119701193
193,28.692213326686623
